aah	00856756.v
connect	02722715.v
connect	02366360.v
connect	02366114.v
connect	01408902.v
connect	01395360.v
connive	02560601.v
connive	00699679.v
connive_at	02393731.v
connote	00920314.v
connote	00921707.v
conquer	00457163.v
conquer	02251177.v
conquer	01103448.v
conscript	01087816.v
consecrate	02362778.v
consecrate	00878156.v
consecrate	00877671.v
consecrate	00857682.v
consent	00789163.v
conserve	02656766.v
conserve	02258588.v
conserve	02247865.v
conserve	00209047.v
consider	00682517.v
consider	02146761.v
consider	00725708.v
consider	00940862.v
consider	00804323.v
consider	00681247.v
consider	02113397.v
consider	02110512.v
consider	00683215.v
consign	02325947.v
consign	02325260.v
consign	02326082.v
consist	02627955.v
consist	02726166.v
consist	02632727.v
consist	02607974.v
consociate	02446296.v
console	01797689.v
consolidate	00239382.v
consolidate	00162628.v
consolidate	00239549.v
consolidate	00162967.v
consolidate	00162796.v
consonate	02164236.v
consort	02564507.v
consort	02674073.v
consort	01909831.v
conspire	00698734.v
conspire	00699365.v
constellate	02664089.v
constellate	02006757.v
constellate	00139641.v
consternate	01773904.v
constipate	00436393.v
constipate	00073827.v
constitute	02595485.v
constitute	02372880.v
constitute	02596275.v
constitute	01632463.v
constitutionalise	00563248.v
constitutionalize	02330824.v
constitutionalize	01864876.v
constitutionalize	00563248.v
constrain	01289456.v
constrain	00414482.v
constrict	01375579.v
constrict	00300684.v
constringe	00300684.v
construct	01639788.v
construct	01638659.v
construct	01569855.v
construct	01742293.v
construct	01742118.v
construct	00626651.v
construe	00615567.v
construe_with	02635493.v
consubstantiate	00240374.v
consubstantiate	00240181.v
consult	00868251.v
consult	00867775.v
consult	00867357.v
consult	00867134.v
consume	01185927.v
consume	01145724.v
consume	01147017.v
consume	01552688.v
consume	01146389.v
consume	00593309.v
consummate	01627057.v
consummate	01626938.v
contact	00734887.v
contact	01194412.v
contain	02604187.v
contain	02674836.v
contain	02486168.v
contain	02722599.v
contain	02675197.v
contain	01120709.v
containerise	01469867.v
containerize	01469867.v
contaminate	00487588.v
contaminate	00488141.v
contemn	01757795.v
contemplate	02145126.v
contemplate	00695759.v
contemplate	00696272.v
contemplate	00622941.v
contemporise	02714902.v
contemporise	00727520.v
contemporize	02714902.v
contemporize	00727520.v
contend	00748412.v
contend	00764784.v
contend	00860576.v
contend	01061556.v
contend	02562773.v
contend	01079621.v
content	01183015.v
content	01799700.v
contest	00860576.v
continue	02659138.v
continue	00772334.v
continue	02654098.v
continue	01977188.v
continue	02386609.v
continue	02723234.v
continue	02723021.v
continue	02703136.v
continue	02662131.v
continue	00116257.v
contort	01338461.v
contour	01674650.v
contra_danse	01878628.v
contract	00879479.v
contract	02386375.v
contract	01375579.v
contract	00237511.v
contract	00086898.v
contract	01267882.v
contract	00361166.v
contract	00301371.v
contract	00240702.v
contract_in	00789707.v
contract_out	02387061.v
contract_out	00789860.v
contradance	01878628.v
contradict	02637815.v
contradict	00814710.v
contradict	00767393.v
contradict	00658823.v
contradistinguish	00653540.v
contraindicate	00918940.v
contrast	00653169.v
contrast	02641340.v
contravene	02542764.v
contravene	00814710.v
contredanse	01878628.v
contribute	02302430.v
contribute	02286967.v
contribute	02531594.v
contribute	02216696.v
contrive	01623870.v
contrive	01617930.v
contrive	01618417.v
control	02417363.v
control	02486168.v
control	01213361.v
control	01786767.v
control	02496851.v
control	00655116.v
control	00654545.v
control	00589805.v
controvert	00767393.v
controvert	00659684.v
contuse	01479799.v
convalesce	00091852.v
convect	02024764.v
convene	02006256.v
convene	00784532.v
conventionalise	00522033.v
conventionalize	00522033.v
conventionalize	01672445.v
converge	02686493.v
converge	02708075.v
converge	02014382.v
converge	00364836.v
converse	00954982.v
convert	00113283.v
convert	00376855.v
convert	00380397.v
convert	00158439.v
convert	00381353.v
convert	01074149.v
convert	01074007.v
convert	01073871.v
convert	00760902.v
convert	00159201.v
convert	00112981.v
convey	00919094.v
convey	01050459.v
convey	02210942.v
convey	02200765.v
convey	02061379.v
convey	02059102.v
convey	01421008.v
convict	00897070.v
convince	00760902.v
convoke	00784532.v
convolute	01269594.v
convolute	00923255.v
convolve	01269594.v
convoy	02008181.v
convulse	00850917.v
convulse	00031788.v
convulse	01873189.v
convulse	01872485.v
convulse	01376800.v
convulse	01376606.v
coo	00900703.v
coo	00900599.v
cooccur	02635124.v
cooccur_with	02635493.v
cook	01650655.v
cook	01649189.v
cook	00319343.v
cook	00319891.v
cook	02552167.v
cook_out	00321320.v
cook_up	01651148.v
cook_up	01619926.v
cool	00366383.v
cool	00365835.v
cool	00366097.v
cool_down	00366383.v
cool_down	00366097.v
cool_down	00365835.v
cool_it	01747071.v
cool_off	01747071.v
cool_off	00366097.v
cool_off	01760703.v
cool_one's_heels	02612856.v
coop_in	01335411.v
coop_up	01335411.v
cooper	01644160.v
cooperate	02392620.v
coordinate	00400366.v
coordinate	02414257.v
coordinate	02414580.v
coordinate	00461124.v
cop	02300247.v
cop	01203817.v
cop_out	00671711.v
cope	02562773.v
cope_with	02570095.v
copolymerise	00263030.v
copolymerize	00263030.v
copper	01254320.v
copper-bottom	02331031.v
copulate	01416629.v
copy	01732038.v
copy	01727567.v
copy	01719683.v
copy	01678744.v
copy_out	01732266.v
copyedit	00620686.v
copyread	00620686.v
copyright	02218447.v
coquet	01027422.v
coquette	01027422.v
corbel	02330447.v
cord	01490945.v
cord	01275089.v
cordon_off	01574974.v
corduroy	01735520.v
core	01577002.v
core_out	01270955.v
cork	01411391.v
cork	00317837.v
cork_up	01411391.v
corkscrew	02031256.v
corn	01167916.v
corn	00522873.v
corner	02419265.v
corner	01916186.v
corner	01891356.v
cornice	02330569.v
coronate	02367701.v
corrade	01242417.v
corral	01586936.v
corral	01453460.v
corral	01369589.v
correct	00196680.v
correct	02495863.v
correct	00815558.v
correct	02646834.v
correct	02529138.v
correct	01953286.v
correct	00292692.v
correct	00078668.v
correlate	02633663.v
correlate	00705898.v
correspond	02631896.v
correspond	02608152.v
correspond	00996728.v
correspond	02673466.v
corroborate	00657823.v
corroborate	01002479.v
corroborate	02638014.v
corrode	00270912.v
corrode	00270584.v
corrugate	01374957.v
corrupt	02554659.v
corrupt	00200112.v
corrupt	02262551.v
corrupt	01525088.v
corset	00048903.v
coruscate	02740861.v
coruscate	00467985.v
cosh	01389344.v
cosign	02441285.v
cosign	00988165.v
cosponsor	02199774.v
cosset	02545885.v
cost	02676461.v
cost	02603613.v
costume	00050995.v
costume	02315306.v
cotton	01760103.v
cotton_on	00583174.v
cotton_up	01787585.v
couch	00971549.v
cough	00005817.v
cough_out	00006276.v
cough_up	02179927.v
cough_up	00006276.v
counsel	00863848.v
count	00938520.v
count	02620588.v
count	00940862.v
count	00938325.v
count	02707306.v
count	00676984.v
count	00704610.v
count	00704458.v
count_down	00938185.v
count_off	00966024.v
count_on	00704037.v
count_out	01090405.v
countenance	00793809.v
counter	00806658.v
counter	02541160.v
counter-drill	01431079.v
counteract	02540528.v
counteract	02540660.v
counteract	02519638.v
counteract	02519371.v
counterattack	01114320.v
counterbalance	02646834.v
counterbalance	02640991.v
counterbalance	02519638.v
counterchallenge	00800020.v
counterchange	00119660.v
countercheck	02540660.v
countercheck	02509288.v
counterclaim	01008563.v
counterfeit	01639431.v
countermand	00791256.v
countermarch	01978659.v
countermarch	00651216.v
countermine	02519371.v
countermine	01115118.v
counterplot	00699231.v
counterpoint	02641340.v
counterpoint	01690686.v
counterpoise	02641149.v
counterpose	02641149.v
countersign	00987567.v
countersink	01517402.v
counterstrike	01114320.v
countervail	02693761.v
countervail	02519638.v
counterweight	02641149.v
country-dance	01878628.v
couple	01281300.v
couple	01286039.v
couple	02466551.v
couple	01416629.v
couple_on	01286039.v
couple_up	01286039.v
course	02049216.v
course	02048615.v
course	01134073.v
court	02510245.v
court	02510689.v
court	02510514.v
court-martial	02475088.v
court_favor	00872022.v
court_favour	00872022.v
covenant	02450901.v
covenant	01020499.v
cover	01320932.v
cover	01196649.v
cover	02662131.v
cover	02650140.v
cover	01023194.v
cover	02604445.v
cover	01894239.v
cover	00957592.v
cover	01118419.v
cover	02371675.v
cover	02128635.v
cover	01137496.v
cover	00957949.v
cover	00881910.v
cover	02647153.v
cover	02450567.v
cover	02371869.v
cover	02288873.v
cover	02127374.v
cover	01568913.v
cover	01418204.v
cover	01324725.v
cover	01139054.v
cover	01137780.v
cover	00059461.v
cover	00048070.v
cover_for	00886549.v
cover_up	02128635.v
covet	01810088.v
cow	01762799.v
cower	02045664.v
cower	02045447.v
cowhide	01399584.v
cowl	01325314.v
cox	02423472.v
cozen	02550431.v
cozen	02550223.v
cozen	02267111.v
cozy_up	01787585.v
crab	01914567.v
crab	01884842.v
crab	01129265.v
crab	00901660.v
crack	00332467.v
crack	02163079.v
crack	02162906.v
crack	01389747.v
crack	00534377.v
crack	00333441.v
crack	00333272.v
crack	01768575.v
crack	00944354.v
crack	00332925.v
crack	00235482.v
crack	00235312.v
crack_down	00414638.v
crack_up	01768575.v
crack_up	00852313.v
crack_up	00030299.v
crackle	02155606.v
crackle	01047666.v
crackle	00120364.v
cradle	01210858.v
cradle	02516026.v
cradle	01859129.v
cradle	01542622.v
cradle	01523792.v
cradle	01065808.v
craft	01643778.v
cram	01511457.v
cram	01598563.v
cram	00598187.v
cram	00402870.v
cramp	01292871.v
cramp	00233233.v
cranch	01581461.v
crane	00028100.v
crank	01973419.v
crank	01841383.v
crank	01581633.v
crank	01329905.v
crank	01269368.v
crank_out	01737879.v
crank_up	01841383.v
crank_up	01581633.v
crap	00073307.v
crap_up	01466150.v
crape	01586263.v
crape	01212514.v
crash	01954253.v
crash	02069952.v
crash	01548793.v
crash	02001060.v
crash	01549035.v
crash	02631757.v
crash	02000789.v
crash	01549183.v
crash	01494493.v
crash	00577585.v
crash	00430426.v
crash	00017694.v
crash-dive	01949834.v
crash_land	01962449.v
crate	01473801.v
craunch	01581461.v
crave	01177263.v
crave	00750053.v
crawfish	00790841.v
crawfish_out	00790841.v
crawl	01868242.v
crawl	02706356.v
crawl	02691969.v
crawl	02045447.v
crawl	01943907.v
crawl_in	00017885.v
crayon	01677589.v
craze	01770673.v
craze	00333775.v
creak	02151933.v
cream	01405835.v
cream	01400728.v
cream	01352404.v
cream	01249422.v
cream	00168553.v
cream_off	01249422.v
cream_off	00669411.v
crease	01266923.v
crease	01266280.v
crease	01228943.v
crease	00559426.v
create	01602857.v
create	01738395.v
create	01670189.v
create	02452506.v
create	01625513.v
create	01607166.v
create_by_mental_act	01617053.v
create_from_raw_material	01638230.v
create_from_raw_stuff	01638230.v
create_mentally	01617053.v
create_verbally	01682679.v
credit	00718831.v
credit	00719479.v
credit	02243563.v
credit	00675833.v
creep	01868242.v
creep	01893968.v
creep	02042245.v
creep	02045447.v
creep_in	01217503.v
creep_up	01974887.v
cremate	00374996.v
crenel	02313390.v
crenelate	02313390.v
crenellate	02313390.v
creolize	00114205.v
creosote	00183755.v
crepe	01586263.v
crepitate	02155606.v
crescendo	00541336.v
crest	02667154.v
crest	01989724.v
crew	01078900.v
crib	02550326.v
crib	02256926.v
crib	01260729.v
cricify	01784678.v
crick	00025443.v
cricket	01065311.v
criminalise	02457044.v
criminalize	02490911.v
criminalize	02457044.v
criminate	00834037.v
criminate	00814943.v
crimp	01444499.v
crimp	01212514.v
crimson	00102283.v
cringe	02042721.v
cringe	02045447.v
crinkle	01266923.v
crinkle	00559426.v
cripple	00222757.v
cripple	00090809.v
crisp	01266923.v
crisp	00318647.v
crispen	00318647.v
crisscross	01895317.v
crisscross	01265296.v
crisscross	00505431.v
criticise	00817696.v
criticise	01085207.v
criticize	00817696.v
criticize	01085207.v
critique	00846534.v
croak	00354455.v
croak	01053843.v
croak	00899922.v
crochet	01657664.v
crochet	01657401.v
crock	02042611.v
crock	01522131.v
crock_up	01768575.v
cronk	01053843.v
cronk	01042780.v
crook	02016421.v
croon	01038934.v
crop	01540735.v
crop	01726145.v
crop	01637754.v
crop	01563228.v
crop	01562915.v
crop	01309254.v
crop_out	00421545.v
crop_up	02137704.v
croquet	01587331.v
croquet	01143687.v
cross	01894239.v
cross	02005144.v
cross	02533858.v
cross	01896737.v
cross	02659604.v
cross	01896077.v
cross	01676678.v
cross	01417728.v
cross-check	00655619.v
cross-dress	00050871.v
cross-fertilise	00053123.v
cross-fertilise	00052890.v
cross-fertilize	00053123.v
cross-fertilize	00052890.v
cross-file	02448154.v
cross-index	02449079.v
cross-link	01279942.v
cross-pollinate	00053293.v
cross-refer	01015835.v
cross_examine	00778366.v
cross_off	00792223.v
cross_oneself	00889262.v
cross_out	00792223.v
cross_question	00778366.v
crossbreed	01417728.v
crosscut	01587483.v
crosshatch	01680839.v
crossruff	01067867.v
crouch	02044308.v
crouch	01532288.v
crow	00874329.v
crow	00848517.v
crow	00848653.v
crowd	02010470.v
crowd	02623985.v
crowd	02009360.v
crowd	02036545.v
crowd_out	01995522.v
crowd_together	02009360.v
crown	02367701.v
crown	00480780.v
crown	02668663.v
crown	01326337.v
crucify	02460170.v
crucify	01785834.v
crucify	00815101.v
cruise	01913650.v
cruise	01827503.v
cruise	02134216.v
cruise	01827297.v
crumb	01254180.v
crumb	00335073.v
crumb	00177505.v
crumble	02023573.v
crumble	00393129.v
crumble	00205834.v
crump	02164870.v
crump	01125594.v
crump	00303453.v
crumple	02023573.v
crumple	01267594.v
crumple	01267225.v
crumple	00559426.v
crunch	01047666.v
crunch	01581461.v
crunch	01190409.v
crunch	00327554.v
crusade	02564997.v
crusade	01083230.v
crush	02401057.v
crush	01580420.v
crush	01091005.v
crush	00335292.v
crush	01783045.v
crush	01480018.v
crush	01092892.v
crush	00553977.v
crush_out	00473664.v
crust	00352813.v
cry	00903733.v
cry	00065431.v
cry	00902716.v
cry	00965077.v
cry	01177765.v
cry	00975738.v
cry	00065925.v
cry_for	02603763.v
cry_out	00902716.v
cry_out_for	02603763.v
crystalise	00613474.v
crystalise	00441293.v
crystalise	00439020.v
crystalise	00141290.v
crystalize	00613474.v
crystalize	00441293.v
crystalize	00439020.v
crystalize	00141290.v
crystallise	00613474.v
crystallise	00441293.v
crystallise	00141290.v
crystallize	00141290.v
crystallize	00613474.v
crystallize	00441293.v
crystallize	00439020.v
cub	00057200.v
cube	00632842.v
cube	01245271.v
cuckold	02551749.v
cuckoo	00948251.v
cuddle	01412716.v
cuddle	01413279.v
cudgel	01411874.v
cue	00868540.v
cuff	01404960.v
cuff	01276615.v
cull	02204074.v
cull	01369876.v
cull_out	00669169.v
culminate	00480498.v
culminate	00350059.v
culminate	02502751.v
culminate	02003530.v
culminate	00141626.v
cultivate	01727425.v
cultivate	01726145.v
cultivate	02365181.v
cultivate	00298736.v
cumber	01289456.v
cumulate	00156018.v
cup	00472810.v
cup	00186083.v
cup	00086452.v
curb	02486168.v
curb	00457163.v
curb	01289342.v
curb	00233536.v
curdle	00452841.v
curdle	00438368.v
curdle	00438215.v
cure	00080923.v
cure	00522238.v
cure	00522601.v
cure	00522467.v
curl	00358153.v
curl	02079731.v
curl	01511145.v
curl	01212297.v
curl	01063368.v
curl_up	02079731.v
curry	02172334.v
curry	00511167.v
curry	00045094.v
curry_favor	00872022.v
curry_favour	00872022.v
currycomb	01583338.v
curse	00856367.v
curse	00857294.v
curse	00856938.v
curse	01020064.v
curtail	00233536.v
curtail	00289391.v
curtain	02331160.v
curtain_off	02013758.v
curtsey	02022245.v
curtsy	02022245.v
curtsy	00890046.v
curve	02015043.v
curve	02714349.v
curve	02016736.v
curve	02016421.v
curve	00358153.v
curvet	01948263.v
cushion	01563667.v
cuss	00856367.v
custom-make	01609100.v
customise	01609100.v
customise	00383681.v
customize	01609100.v
customize	00383681.v
cut	01539493.v
cut	00424760.v
cut	02015043.v
cut	01597102.v
cut	02398719.v
cut	01739504.v
cut	01651734.v
cut	01401733.v
cut	01054241.v
cut	00198743.v
cut	02588754.v
cut	02563542.v
cut	02114444.v
cut	02082747.v
cut	01897945.v
cut	01897810.v
cut	01842694.v
cut	01842582.v
cut	01741134.v
cut	01740987.v
cut	01740848.v
cut	01739326.v
cut	01698354.v
cut	01597391.v
cut	01597258.v
cut	01542411.v
cut	01497663.v
cut	01308707.v
cut	01308124.v
cut	01215725.v
cut	01049006.v
cut	00555677.v
cut	00468304.v
cut	00443007.v
cut	00425475.v
cut	00288876.v
cut	00240702.v
cut	00222996.v
cut	00107324.v
cut	00095141.v
cut	00060495.v
cut_across	01894239.v
cut_across	02582552.v
cut_across	01587483.v
cut_away	01842907.v
cut_away	01540961.v
cut_back	01986462.v
cut_back	00424760.v
cut_back	01309254.v
cut_back	00233536.v
cut_corners	01697399.v
cut_down	00424760.v
cut_down	01310931.v
cut_down	01228291.v
cut_down	01093565.v
cut_down	01307948.v
cut_down	01246706.v
cut_in	02273874.v
cut_in	02039559.v
cut_in	00771525.v
cut_in	00514896.v
cut_in	00391957.v
cut_into	01298087.v
cut_off	00769609.v
cut_off	00288876.v
cut_off	01287673.v
cut_off	01428155.v
cut_off	01247862.v
cut_off	01243096.v
cut_out	00467653.v
cut_out	01541773.v
cut_out	01428155.v
cut_out	01536693.v
cut_out	01093565.v
cut_out	00348339.v
cut_short	00358830.v
cut_short	00515304.v
cut_short	00313664.v
cut_short	00289391.v
cut_through	01894239.v
cut_to	01843072.v
cut_to_ribbons	01073203.v
cut_up	01244371.v
cut_up	00289041.v
cut_up	00478708.v
cut_up	00198639.v
cutinize	00580584.v
cybernate	01703735.v
cycle	02034356.v
cycle	02032953.v
cycle	01918029.v
cycle	01917457.v
cycle	00339800.v
cycle_on	02033127.v
cyclostyle	01733242.v
cypher	00984166.v
cypher	00629839.v
dab	01221832.v
dab	01221665.v
dabble	01958067.v
dabble	02395955.v
dabble	02392372.v
dado	02205846.v
dado	01445003.v
daisy-chain	01343038.v
dally	02413817.v
